Categoria;Cidade;Pais;Customer Name;Data do Pedido;Código Nota Fiscal;Código Postal;Nome do Produto;Região;Segmento;Data de Envio;Tipo de Envio;Status do Envio;Estado;Subcategoria;Desconto %;Lucro;Quantidade;Valor da venda
Materiais de Escritório;Marion;United States;Sung Shariari;14/12/2014;US-2014-123519;43302;Newell 35;Leste;Pessoa Física;21/12/2014;Padrão;Envio tardio;Ohio;Art;0,20;0;1;3
Móveis;Marion;United States;Sung Shariari;14/12/2014;US-2014-123519;43302;Hon Rectangular Conference Tables;Leste;Pessoa Física;21/12/2014;Padrão;Envio tardio;Ohio;Tables;0,40;-52;1;137
Tecnologia;Marion;United States;Sung Shariari;14/12/2014;US-2014-123519;43302;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;Leste;Pessoa Física;21/12/2014;Padrão;Envio tardio;Ohio;Accessories;0,20;43;1;264
Materiais de Escritório;Fairfield;United States;Resi Pölking;03/11/2014;CA-2014-155593;6824;Acme Kleen Earth Office Shears;Leste;Pessoa Física;08/11/2014;Padrão;Enviado com antecedência;Connecticut;Supplies;0,00;3;3;12
Materiais de Escritório;New York City;United States;Shaun Chance;22/09/2017;CA-2017-136000;10009;GBC Poly Designer Binding Covers;Leste;Corporativo;25/09/2017;Correios;Enviado no dia;New York;Binders;0,20;15;3;40
Móveis;New York City;United States;Natalie Webber;08/05/2015;US-2015-160857;10024;DAX Black Cherry Wood-Tone Poster Frame;Leste;Pessoa Física;15/05/2015;Padrão;Envio tardio;New York;Furnishings;0,00;30;3;79
Materiais de Escritório;New York City;United States;Natalie Webber;08/05/2015;US-2015-160857;10024;Compact Automatic Electric Letter Opener;Leste;Pessoa Física;15/05/2015;Padrão;Envio tardio;New York;Supplies;0,00;7;3;358
Móveis;New York City;United States;Natalie Webber;08/05/2015;US-2015-160857;10024;Situations Contoured Folding Chairs, 4/Set;Leste;Pessoa Física;15/05/2015;Padrão;Envio tardio;New York;Chairs;0,10;21;2;128
Tecnologia;New York City;United States;Natalie Webber;08/05/2015;US-2015-160857;10024;Sharp AL-1530CS Digital Copier;Leste;Pessoa Física;15/05/2015;Padrão;Envio tardio;New York;Copiers;0,20;1.015;7;2.800
Materiais de Escritório;New York City;United States;Natalie Webber;08/05/2015;US-2015-160857;10024;Xerox 204;Leste;Pessoa Física;15/05/2015;Padrão;Envio tardio;New York;Paper;0,00;9;3;19
Tecnologia;Chicago;United States;Katrina Willman;31/07/2017;CA-2017-115805;60653;Motorola L804;Central;Pessoa Física;31/07/2017;Mesmo dia;Enviado no dia;Illinois;Phones;0,20;4;1;37
Tecnologia;New York City;United States;Hallie Redmond;01/03/2014;US-2014-143707;10035;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;Leste;Pequenas Empresas;05/03/2014;Padrão;Enviado com antecedência;New York;Phones;0,00;2;3;6
Materiais de Escritório;Richmond;United States;Arthur Gainer;25/09/2017;CA-2017-116939;23223;Steel Personal Filing/Posting Tote;Sul;Pessoa Física;29/09/2017;Padrão;Enviado com antecedência;Virginia;Storage;0,00;48;5;178
Tecnologia;Ann Arbor;United States;Brian Moss;09/10/2015;CA-2015-124107;48104;Logitech G19 Programmable Gaming Keyboard;Central;Corporativo;12/10/2015;Correios;Enviado no dia;Michigan;Accessories;0,00;112;5;620
Tecnologia;Ann Arbor;United States;Brian Moss;09/10/2015;CA-2015-124107;48104;KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7;Central;Corporativo;12/10/2015;Correios;Enviado no dia;Michigan;Phones;0,00;8;3;29
Materiais de Escritório;Ann Arbor;United States;Brian Moss;09/10/2015;CA-2015-124107;48104;Staple envelope;Central;Corporativo;12/10/2015;Correios;Enviado no dia;Michigan;Envelopes;0,00;27;7;58
Materiais de Escritório;Ann Arbor;United States;Brian Moss;09/10/2015;CA-2015-124107;48104;Belkin 6 Outlet Metallic Surge Strip;Central;Corporativo;12/10/2015;Correios;Enviado no dia;Michigan;Appliances;0,10;5;3;29
Materiais de Escritório;Lafayette;United States;Roger Demir;29/03/2017;CA-2017-126550;47905;Adjustable Personal File Tote;Central;Pessoa Física;02/04/2017;Correios;Envio tardio;Indiana;Storage;0,00;21;5;81
Materiais de Escritório;Springfield;United States;Ken Black;14/11/2015;CA-2015-138674;97477;Advantus Push Pins;Oeste;Corporativo;17/11/2015;Urgente;Envio tardio;Oregon;Fasteners;0,20;2;5;9
Tecnologia;Springfield;United States;Ken Black;14/11/2015;CA-2015-138674;97477;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;Oeste;Corporativo;17/11/2015;Urgente;Envio tardio;Oregon;Accessories;0,20;5;3;91
Tecnologia;Springfield;United States;Ken Black;14/11/2015;CA-2015-138674;97477;Plantronics Audio 478 Stereo USB Headset;Oeste;Corporativo;17/11/2015;Urgente;Envio tardio;Oregon;Accessories;0,20;30;4;160
Materiais de Escritório;San Francisco;United States;Dorothy Wardle;26/09/2016;CA-2016-165820;94109;Xerox 1905;Oeste;Corporativo;30/09/2016;Padrão;Enviado com antecedência;California;Paper;0,00;6;2;13
Materiais de Escritório;Chicago;United States;Vivek Grady;22/09/2014;CA-2014-103191;60653;SAFCO Commercial Wire Shelving, Black;Central;Corporativo;27/09/2014;Padrão;Enviado com antecedência;Illinois;Storage;0,20;-83;3;332
Tecnologia;New York City;United States;Dan Reichenbach;25/09/2015;CA-2015-103933;10011;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;Leste;Corporativo;27/09/2015;Urgente;Envio tardio;New York;Accessories;0,00;396;9;900
Tecnologia;Houston;United States;Anna Häberlin;04/05/2015;CA-2015-110548;77095;ShoreTel ShorePhone IP 230 VoIP phone;Central;Corporativo;08/05/2015;Padrão;Enviado com antecedência;Texas;Phones;0,20;118;7;946
Tecnologia;Madison;United States;Jeremy Pistek;08/12/2017;CA-2017-117324;53711;Logitech G105 Gaming Keyboard;Central;Pessoa Física;13/12/2017;Padrão;Enviado com antecedência;Wisconsin;Accessories;0,00;32;3;178
Materiais de Escritório;Madison;United States;Jeremy Pistek;08/12/2017;CA-2017-117324;53711;Hoover WindTunnel Plus Canister Vacuum;Central;Pessoa Física;13/12/2017;Padrão;Enviado com antecedência;Wisconsin;Appliances;0,00;305;3;1.090
Materiais de Escritório;Madison;United States;Jeremy Pistek;08/12/2017;CA-2017-117324;53711;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;Central;Pessoa Física;13/12/2017;Padrão;Enviado com antecedência;Wisconsin;Labels;0,00;28;2;61
Móveis;Madison;United States;Jeremy Pistek;08/12/2017;CA-2017-117324;53711;Sauder Camden County Collection Libraries, Planked Cherry Finish;Central;Pessoa Física;13/12/2017;Padrão;Enviado com antecedência;Wisconsin;Bookcases;0,00;41;4;460
Materiais de Escritório;Madison;United States;Jeremy Pistek;08/12/2017;CA-2017-117324;53711;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;Central;Pessoa Física;13/12/2017;Padrão;Enviado com antecedência;Wisconsin;Paper;0,00;13;4;28
Móveis;Milford;United States;Dan Reichenbach;29/06/2017;CA-2017-143574;6460;Hon Metal Bookcases, Putty;Leste;Corporativo;02/07/2017;Urgente;Envio tardio;Connecticut;Bookcases;0,00;185;9;639
Materiais de Escritório;Milford;United States;Dan Reichenbach;29/06/2017;CA-2017-143574;6460;Acme Box Cutter Scissors;Leste;Corporativo;02/07/2017;Urgente;Envio tardio;Connecticut;Supplies;0,00;8;3;31
Móveis;Milford;United States;Dan Reichenbach;29/06/2017;CA-2017-143574;6460;DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7;Leste;Corporativo;02/07/2017;Urgente;Envio tardio;Connecticut;Furnishings;0,00;9;2;25
Materiais de Escritório;New York City;United States;Jim Karlsson;29/06/2014;CA-2014-111773;10024;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear;Leste;Pessoa Física;03/07/2014;Padrão;Enviado com antecedência;New York;Binders;0,20;5;3;14
Materiais de Escritório;Los Angeles;United States;Mark Van Huff;20/01/2014;CA-2014-148614;90049;"Wirebound Service Call Books, 5 1/2"" x 4""";Oeste;Pessoa Física;25/01/2014;Padrão;Enviado com antecedência;California;Paper;0,00;9;2;19
Móveis;Los Angeles;United States;Mark Van Huff;20/01/2014;CA-2014-148614;90049;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;Oeste;Pessoa Física;25/01/2014;Padrão;Enviado com antecedência;California;Furnishings;0,00;6;2;19
Materiais de Escritório;San Francisco;United States;Becky Pak;31/12/2016;CA-2017-156139;94109;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";Oeste;Pessoa Física;06/01/2017;Padrão;Enviado no dia;California;Binders;0,20;13;3;38
Materiais de Escritório;Fairfield;United States;Dave Hallsten;28/03/2017;US-2017-147886;94533;Xerox 1975;Oeste;Corporativo;31/03/2017;Urgente;Envio tardio;California;Paper;0,00;6;2;13
Móveis;Fairfield;United States;Dave Hallsten;28/03/2017;US-2017-147886;94533;DAX Black Cherry Wood-Tone Poster Frame;Oeste;Corporativo;31/03/2017;Urgente;Envio tardio;California;Furnishings;0,00;10;1;26
Tecnologia;Fairfield;United States;Dave Hallsten;28/03/2017;US-2017-147886;94533;StarTech.com 10/100 VDSL2 Ethernet Extender Kit;Oeste;Corporativo;31/03/2017;Urgente;Envio tardio;California;Machines;0,20;53;2;533
Materiais de Escritório;Fairfield;United States;Dave Hallsten;28/03/2017;US-2017-147886;94533;Xerox 1968;Oeste;Corporativo;31/03/2017;Urgente;Envio tardio;California;Paper;0,00;13;4;27
Materiais de Escritório;Fairfield;United States;Dave Hallsten;28/03/2017;US-2017-147886;94533;Xerox 1977;Oeste;Corporativo;31/03/2017;Urgente;Envio tardio;California;Paper;0,00;10;3;20
Materiais de Escritório;Fairfield;United States;Dave Hallsten;28/03/2017;US-2017-147886;94533;SAFCO Boltless Steel Shelving;Oeste;Corporativo;31/03/2017;Urgente;Envio tardio;California;Storage;0,00;8;7;795
Móveis;Fairfield;United States;Dave Hallsten;28/03/2017;US-2017-147886;94533;Stackable Trays;Oeste;Corporativo;31/03/2017;Urgente;Envio tardio;California;Furnishings;0,00;7;7;22
Tecnologia;Greenville;United States;Lena Hernandez;08/12/2016;CA-2016-113733;27834;Cisco SPA301;Sul;Pessoa Física;12/12/2016;Padrão;Enviado com antecedência;North Carolina;Phones;0,20;31;2;250
Tecnologia;Greenville;United States;Lena Hernandez;08/12/2016;CA-2016-113733;27834;Maxell 4.7GB DVD-R;Sul;Pessoa Física;12/12/2016;Padrão;Enviado com antecedência;North Carolina;Accessories;0,20;18;3;68
Tecnologia;Greenville;United States;Lena Hernandez;08/12/2016;CA-2016-113733;27834;Imation 30456 USB Flash Drive 8GB;Sul;Pessoa Física;12/12/2016;Padrão;Enviado com antecedência;North Carolina;Accessories;0,20;-2;3;17
Tecnologia;Long Beach;United States;Dave Kipp;18/11/2017;CA-2017-104913;11561;Belkin SportFit Armband For iPhone 5s/5c, Fuchsia;Leste;Pessoa Física;22/11/2017;Padrão;Enviado com antecedência;New York;Phones;0,00;37;5;75
Móveis;Buffalo Grove;United States;Shahid Shariari;30/05/2014;CA-2014-145800;60089;Chromcraft Rectangular Conference Tables;Central;Pessoa Física;05/06/2014;Padrão;Enviado no dia;Illinois;Tables;0,50;-185;3;355
Materiais de Escritório;San Diego;United States;Frank Preis;22/01/2016;CA-2016-125850;92037;Avery 475;Oeste;Pessoa Física;28/01/2016;Padrão;Enviado no dia;California;Labels;0,00;22;3;44
Materiais de Escritório;San Diego;United States;Frank Preis;22/01/2016;CA-2016-125850;92037;Avery 476;Oeste;Pessoa Física;28/01/2016;Padrão;Enviado no dia;California;Labels;0,00;9;5;21
Móveis;Richmond;United States;Liz Carlisle;03/02/2016;CA-2016-118514;40475;Hon Multipurpose Stacking Arm Chairs;Sul;Pessoa Física;10/02/2016;Padrão;Envio tardio;Kentucky;Chairs;0,00;225;4;866
Materiais de Escritório;Springfield;United States;Alan Shonely;29/03/2015;CA-2015-150749;22153;Newell 333;Sul;Pessoa Física;03/04/2015;Correios;Envio tardio;Virginia;Art;0,00;1;2;6
Materiais de Escritório;Fort Worth;United States;Hunter Glantz;14/10/2014;CA-2014-163748;76106;Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk;Central;Pessoa Física;18/10/2014;Padrão;Enviado com antecedência;Texas;Appliances;0,80;-9;4;3
Tecnologia;Fort Worth;United States;Hunter Glantz;14/10/2014;CA-2014-163748;76106;Hewlett Packard 610 Color Digital Copier / Printer;Central;Pessoa Física;18/10/2014;Padrão;Enviado com antecedência;Texas;Copiers;0,20;625;5;2.000
Móveis;Raleigh;United States;Barry Weirich;11/08/2015;CA-2015-119634;27604;"Executive Impressions 13"" Clairmont Wall Clock";Sul;Pessoa Física;16/08/2015;Padrão;Enviado com antecedência;North Carolina;Furnishings;0,20;12;3;46
Tecnologia;Hialeah;United States;Brosina Hoffman;22/11/2015;CA-2015-149300;33012;Texas Instruments TI-34 Scientific Calculator;Sul;Pessoa Física;23/11/2015;Urgente;Enviado no dia;Florida;Machines;0,50;-2;3;33
Materiais de Escritório;Los Angeles;United States;Julie Prescott;30/12/2016;US-2016-111528;90032;Iceberg Mobile Mega Data/Printer Cart;Oeste;Pequenas Empresas;30/12/2016;Mesmo dia;Enviado no dia;California;Storage;0,00;125;4;481
Materiais de Escritório;Los Angeles;United States;Julie Prescott;30/12/2016;US-2016-111528;90032;Cardinal Hold-It CD Pocket;Oeste;Pequenas Empresas;30/12/2016;Mesmo dia;Enviado no dia;California;Binders;0,20;2;1;6
Materiais de Escritório;Lake Forest;United States;Justin MacKendrick;12/08/2017;CA-2017-158169;92630;Avanti 4.4 Cu. Ft. Refrigerator;Oeste;Pessoa Física;15/08/2017;Urgente;Envio tardio;California;Appliances;0,00;152;3;543
Móveis;Lake Forest;United States;Justin MacKendrick;12/08/2017;CA-2017-158169;92630;DAX Wood Document Frame;Oeste;Pessoa Física;15/08/2017;Urgente;Envio tardio;California;Furnishings;0,00;20;4;55
Móveis;Long Beach;United States;Fred Hopkins;03/11/2015;CA-2015-162047;11561;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Leste;Corporativo;05/11/2015;Urgente;Envio tardio;New York;Chairs;0,10;209;10;1.449
Materiais de Escritório;Seattle;United States;Matt Collins;10/09/2015;CA-2015-117772;98103;"Belkin 19"" Center-Weighted Shelf, Gray";Oeste;Pessoa Física;12/09/2015;Correios;Enviado com antecedência;Washington;Storage;0,00;18;6;354
Tecnologia;Redding;United States;Emily Burns;08/11/2014;US-2014-126340;96003;Toshiba IPT2010-SD IP Telephone;Oeste;Pessoa Física;14/11/2014;Padrão;Enviado no dia;California;Phones;0,20;25;3;334
Materiais de Escritório;San Antonio;United States;Peter McVee;08/10/2016;CA-2016-149685;78207;Avery 50;Central;Pequenas Empresas;15/10/2016;Padrão;Envio tardio;Texas;Labels;0,20;20;6;60
Tecnologia;Houston;United States;Alex Russell;08/09/2017;CA-2017-126396;77070;Memorex Froggy Flash Drive 8 GB;Central;Corporativo;12/09/2017;Correios;Envio tardio;Texas;Accessories;0,20;20;6;85
Materiais de Escritório;Leominster;United States;Sung Shariari;25/02/2015;CA-2015-154900;1453;Avery 518;Leste;Pessoa Física;01/03/2015;Padrão;Enviado com antecedência;Massachusetts;Labels;0,00;2;1;3
Materiais de Escritório;Leominster;United States;Sung Shariari;25/02/2015;CA-2015-154900;1453;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";Leste;Pessoa Física;01/03/2015;Padrão;Enviado com antecedência;Massachusetts;Paper;0,00;10;4;23
Móveis;Los Angeles;United States;Shaun Chance;24/09/2015;CA-2015-103835;90032;DAX Value U-Channel Document Frames, Easel Back;Oeste;Corporativo;28/09/2015;Padrão;Enviado com antecedência;California;Furnishings;0,00;5;3;15
Materiais de Escritório;Los Angeles;United States;Shaun Chance;24/09/2015;CA-2015-103835;90032;Hoover Upright Vacuum With Dirt Cup;Oeste;Corporativo;28/09/2015;Padrão;Enviado com antecedência;California;Appliances;0,00;336;4;1.158
Tecnologia;Springfield;United States;Erin Ashbrook;26/11/2015;CA-2015-158939;65807;Canon PC1080F Personal Copier;Central;Corporativo;01/12/2015;Padrão;Enviado com antecedência;Missouri;Copiers;0,00;234;1;600
Materiais de Escritório;Waco;United States;Theone Pippenger;31/08/2016;CA-2016-117408;76706;Super Decoflex Portable Personal File;Central;Pessoa Física;06/09/2016;Padrão;Enviado no dia;Texas;Storage;0,20;2;2;24
Móveis;Los Angeles;United States;Beth Paige;12/04/2016;CA-2016-142398;90036;Hon Comfortask Task/Swivel Chairs;Oeste;Pessoa Física;16/04/2016;Padrão;Enviado com antecedência;California;Chairs;0,20;-32;7;638
Materiais de Escritório;Los Angeles;United States;Beth Paige;12/04/2016;CA-2016-142398;90036;JM Magazine Binder;Oeste;Pessoa Física;16/04/2016;Padrão;Enviado com antecedência;California;Binders;0,20;5;1;13
Materiais de Escritório;Auburn;United States;Liz MacKendrick;04/12/2016;CA-2016-105277;13021;GBC Instant Report Kit;Leste;Pessoa Física;08/12/2016;Padrão;Enviado com antecedência;New York;Binders;0,20;6;3;16
Materiais de Escritório;San Francisco;United States;Kean Takahito;04/12/2016;CA-2016-112060;94109;Xerox 1915;Oeste;Pessoa Física;09/12/2016;Padrão;Enviado com antecedência;California;Paper;0,00;50;1;105
Materiais de Escritório;Los Angeles;United States;Arthur Prichep;11/11/2014;CA-2014-105270;90008;50 Colored Long Pencils;Oeste;Pessoa Física;18/11/2014;Padrão;Envio tardio;California;Art;0,00;8;3;30
Móveis;Los Angeles;United States;Arthur Prichep;11/11/2014;CA-2014-105270;90008;Hon Olson Stacker Stools;Oeste;Pessoa Física;18/11/2014;Padrão;Envio tardio;California;Chairs;0,20;11;1;113
Tecnologia;Los Angeles;United States;John Dryer;02/04/2015;US-2015-159513;90049;Vtech AT&T CL2940 Corded Speakerphone, Black;Oeste;Pessoa Física;09/04/2015;Padrão;Envio tardio;California;Machines;0,20;24;3;72
Materiais de Escritório;Chico;United States;Xylona Preis;12/12/2015;CA-2015-155586;95928;Newell 311;Oeste;Pessoa Física;16/12/2015;Correios;Envio tardio;California;Art;0,00;1;1;2
Materiais de Escritório;Chico;United States;Xylona Preis;12/12/2015;CA-2015-155586;95928;Peel & Seel Envelopes;Oeste;Pessoa Física;16/12/2015;Correios;Envio tardio;California;Envelopes;0,00;7;4;16
Materiais de Escritório;Chico;United States;Xylona Preis;12/12/2015;CA-2015-155586;95928;"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""";Oeste;Pessoa Física;16/12/2015;Correios;Envio tardio;California;Paper;0,00;16;4;36
Móveis;Springfield;United States;Juliana Krohn;02/10/2017;CA-2017-141117;97477;O'Sullivan 4-Shelf Bookcase in Odessa Pine;Oeste;Pessoa Física;08/10/2017;Padrão;Enviado no dia;Oregon;Bookcases;0,70;-385;6;218
Materiais de Escritório;Springfield;United States;Juliana Krohn;02/10/2017;CA-2017-141117;97477;Acme Softgrip Scissors;Oeste;Pessoa Física;08/10/2017;Padrão;Enviado no dia;Oregon;Supplies;0,20;4;6;39
Materiais de Escritório;Springfield;United States;Juliana Krohn;02/10/2017;CA-2017-141117;97477;GBC Standard Recycled Report Covers, Clear Plastic Sheets;Oeste;Pessoa Física;08/10/2017;Padrão;Enviado no dia;Oregon;Binders;0,70;-17;7;23
Materiais de Escritório;Springfield;United States;Juliana Krohn;02/10/2017;CA-2017-141117;97477;Berol Giant Pencil Sharpener;Oeste;Pessoa Física;08/10/2017;Padrão;Enviado no dia;Oregon;Art;0,20;11;7;95
Móveis;Jacksonville;United States;Mitch Gastineau;10/04/2017;CA-2017-115070;32216;Stackable Trays;Sul;Corporativo;14/04/2017;Correios;Envio tardio;Florida;Furnishings;0,20;2;5;12
Materiais de Escritório;Jacksonville;United States;Mitch Gastineau;10/04/2017;CA-2017-115070;32216;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";Sul;Corporativo;14/04/2017;Correios;Envio tardio;Florida;Binders;0,70;-3;3;4
Materiais de Escritório;Bakersfield;United States;Patrick Gardner;29/09/2017;CA-2017-140186;93309;Advantus Plastic Paper Clips;Oeste;Pessoa Física;02/10/2017;Urgente;Envio tardio;California;Fasteners;0,00;17;7;35
Móveis;Bakersfield;United States;Patrick Gardner;29/09/2017;CA-2017-140186;93309;Leather Task Chair, Black;Oeste;Pessoa Física;02/10/2017;Urgente;Envio tardio;California;Chairs;0,20;0;1;73
Materiais de Escritório;Bakersfield;United States;Patrick Gardner;29/09/2017;CA-2017-140186;93309;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;Oeste;Pessoa Física;02/10/2017;Urgente;Envio tardio;California;Appliances;0,00;25;2;98
Móveis;Bakersfield;United States;Patrick Gardner;29/09/2017;CA-2017-140186;93309;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";Oeste;Pessoa Física;02/10/2017;Urgente;Envio tardio;California;Furnishings;0,00;16;1;52
Materiais de Escritório;Bakersfield;United States;Patrick Gardner;29/09/2017;CA-2017-140186;93309;Binding Machine Supplies;Oeste;Pessoa Física;02/10/2017;Urgente;Envio tardio;California;Binders;0,20;16;2;47
Materiais de Escritório;New York City;United States;Lisa DeCherney;29/09/2014;CA-2014-124856;10011;Dual Level, Single-Width Filing Carts;Leste;Pessoa Física;03/10/2014;Correios;Envio tardio;New York;Storage;0,00;363;9;1.396
Móveis;New York City;United States;Lisa DeCherney;29/09/2014;CA-2014-124856;10011;"Seth Thomas 14"" Putty-Colored Wall Clock";Leste;Pessoa Física;03/10/2014;Correios;Envio tardio;New York;Furnishings;0,00;36;4;117
Materiais de Escritório;New York City;United States;Lisa DeCherney;29/09/2014;CA-2014-124856;10011;Avery 48;Leste;Pessoa Física;03/10/2014;Correios;Envio tardio;New York;Labels;0,00;9;3;19
Materiais de Escritório;New York City;United States;Lisa DeCherney;29/09/2014;CA-2014-124856;10011;White Computer Printout Paper by Universal;Leste;Pessoa Física;03/10/2014;Correios;Envio tardio;New York;Paper;0,00;38;2;78
Móveis;Chicago;United States;Craig Reiter;20/08/2014;CA-2014-166716;60610;Global Leather and Oak Executive Chair, Black;Central;Pessoa Física;25/08/2014;Correios;Envio tardio;Illinois;Chairs;0,30;-6;2;421
Tecnologia;El Paso;United States;Michael Nguyen;11/07/2014;CA-2014-123225;79907;Polycom VVX 310 VoIP phone;Central;Pessoa Física;14/07/2014;Urgente;Envio tardio;Texas;Phones;0,20;43;4;576
Materiais de Escritório;El Paso;United States;Michael Nguyen;11/07/2014;CA-2014-123225;79907;Xerox 200;Central;Pessoa Física;14/07/2014;Urgente;Envio tardio;Texas;Paper;0,20;4;2;10
Tecnologia;Thousand Oaks;United States;Ruben Dartt;22/03/2015;CA-2015-163440;91360;Square Credit Card Reader;Oeste;Pessoa Física;24/03/2015;Urgente;Envio tardio;California;Phones;0,20;1;2;16
Materiais de Escritório;Springfield;United States;Julie Prescott;12/05/2017;US-2017-106796;45503;Newell 347;Leste;Pequenas Empresas;19/05/2017;Padrão;Envio tardio;Ohio;Art;0,20;1;3;10
Materiais de Escritório;Dallas;United States;Katrina Edelman;13/11/2017;CA-2017-113873;75220;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;Central;Corporativo;19/11/2017;Padrão;Enviado no dia;Texas;Storage;0,20;6;4;62
Móveis;Dallas;United States;Katrina Edelman;13/11/2017;CA-2017-113873;75220;Bush Westfield Collection Bookcases, Fully Assembled;Central;Corporativo;19/11/2017;Padrão;Enviado no dia;Texas;Bookcases;0,32;-27;3;206
Materiais de Escritório;Knoxville;United States;Delfina Latchford;04/09/2016;CA-2016-149783;37918;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";Sul;Pessoa Física;07/09/2016;Correios;Enviado no dia;Tennessee;Paper;0,20;4;3;12
Materiais de Escritório;Knoxville;United States;Delfina Latchford;04/09/2016;CA-2016-149783;37918;Belkin 5 Outlet SurgeMaster Power Centers;Sul;Pessoa Física;07/09/2016;Correios;Enviado no dia;Tennessee;Appliances;0,20;9;2;87
Materiais de Escritório;Knoxville;United States;Delfina Latchford;04/09/2016;CA-2016-149783;37918;Prismacolor Color Pencil Set;Sul;Pessoa Física;07/09/2016;Correios;Enviado no dia;Tennessee;Art;0,20;8;2;32
Móveis;Chattanooga;United States;Karen Bern;06/02/2016;CA-2016-125017;37421;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;Sul;Corporativo;11/02/2016;Padrão;Enviado com antecedência;Tennessee;Furnishings;0,20;-18;4;132
Materiais de Escritório;San Diego;United States;Justin Deggeller;22/03/2015;US-2015-163279;92037;Easy-staple paper;Oeste;Corporativo;26/03/2015;Padrão;Enviado com antecedência;California;Paper;0,00;49;4;106
Móveis;San Diego;United States;Justin Deggeller;22/03/2015;US-2015-163279;92037;Tenex B1-RE Series Chair Mats for Low Pile Carpets;Oeste;Corporativo;26/03/2015;Padrão;Enviado com antecedência;California;Furnishings;0,00;16;2;92
Tecnologia;San Diego;United States;Justin Deggeller;22/03/2015;US-2015-163279;92037;ClearOne CHATAttach 160 - speaker phone;Oeste;Corporativo;26/03/2015;Padrão;Enviado com antecedência;California;Phones;0,20;186;3;1.488
Materiais de Escritório;New York City;United States;Steven Roelle;02/07/2015;CA-2015-150196;10024;Xerox 209;Leste;Pequenas Empresas;03/07/2015;Urgente;Enviado no dia;New York;Paper;0,00;9;3;19
Tecnologia;Tampa;United States;Amy Cox;15/06/2015;US-2015-106495;33614;Belkin Standard 104 key USB Keyboard;Sul;Pessoa Física;17/06/2015;Urgente;Envio tardio;Florida;Accessories;0,20;-1;1;12
Tecnologia;Utica;United States;Lynn Smith;26/11/2014;CA-2014-124730;13501;ClearSounds CSC500 Amplified Spirit Phone Corded phone;Leste;Pessoa Física;26/11/2014;Mesmo dia;Enviado no dia;New York;Phones;0,00;78;4;280
Materiais de Escritório;Utica;United States;Lynn Smith;26/11/2014;CA-2014-124730;13501;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";Leste;Pessoa Física;26/11/2014;Mesmo dia;Enviado no dia;New York;Binders;0,20;5;3;13
Materiais de Escritório;Utica;United States;Lynn Smith;26/11/2014;CA-2014-124730;13501;Pressboard Data Binders by Wilson Jones;Leste;Pessoa Física;26/11/2014;Mesmo dia;Enviado no dia;New York;Binders;0,20;6;4;17
Materiais de Escritório;Utica;United States;Lynn Smith;26/11/2014;CA-2014-124730;13501;"Avery Address/Shipping Labels for Typewriters, 4"" x 2""";Leste;Pessoa Física;26/11/2014;Mesmo dia;Enviado no dia;New York;Labels;0,00;45;9;93
Materiais de Escritório;Utica;United States;Lynn Smith;26/11/2014;CA-2014-124730;13501;Avery File Folder Labels;Leste;Pessoa Física;26/11/2014;Mesmo dia;Enviado no dia;New York;Labels;0,00;6;4;12
Materiais de Escritório;San Francisco;United States;Charles Sheldon;12/05/2017;CA-2017-117632;94122;Compact Automatic Electric Letter Opener;Oeste;Corporativo;18/05/2017;Padrão;Enviado no dia;California;Supplies;0,00;5;2;239
Materiais de Escritório;San Francisco;United States;Charles Sheldon;12/05/2017;CA-2017-117632;94122;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;Oeste;Corporativo;18/05/2017;Padrão;Enviado no dia;California;Appliances;0,00;2;1;8
